ticket_id,customer_id,created_at,category,priority,status,resolution_hours
8003129,109414,2026-05-29 12:09:00,delivery,low,resolved,10.9
8003130,101002,2025-01-13 10:24:00,product,normal,resolved,6.2
8003131,100640,2025-07-03 16:59:00,delivery,normal,closed,2.5
8003132,103873,2026-01-12 05:46:00,product,high,resolved,4.9
8003133,109092,2025-03-01 18:30:00,product,low,resolved,12.5
8003134,108210,2026-02-28 16:10:00,payment,low,open,
8003135,101765,2026-03-10 00:56:00,product,high,closed,16.2
8003136,102238,2026-01-10 07:36:00,delivery,high,resolved,6.3
8003137,102848,2026-06-03 23:56:00,account,normal,resolved,14.2
8003138,101294,2026-06-19 15:33:00,payment,urgent,resolved,13.5
8003139,104507,2026-04-29 11:43:00,delivery,high,resolved,5.4
8003140,108609,2026-06-17 12:10:00,product,normal,resolved,2.1
8003141,101934,2025-04-24 01:28:00,account,normal,in_progress,
8003142,101922,2025-01-31 22:43:00,product,high,resolved,32.6
8003143,105302,2025-10-03 08:49:00,account,normal,resolved,15.7
8003144,107393,2025-02-28 20:51:00,return,low,closed,32.5
8003145,102271,2025-04-18 07:05:00,product,low,closed,6.9
8003146,106405,2025-03-27 22:21:00,delivery,low,closed,10.1
8003147,101617,2025-03-10 11:25:00,payment,normal,resolved,8.6
8003148,106135,2026-03-28 19:31:00,account,high,resolved,11.9
8003149,106646,2025-09-14 11:08:00,return,low,resolved,22.6
8003150,109225,2026-02-04 17:31:00,delivery,normal,closed,10.7
8003151,107993,2025-01-27 14:23:00,payment,low,closed,9.3
8003152,100495,2025-05-28 15:15:00,return,normal,open,
8003153,108419,2026-03-29 14:26:00,return,low,closed,6.8
8003154,103792,2025-07-15 09:11:00,return,high,open,
8003155,109745,2026-05-30 17:43:00,payment,low,open,
8003156,101541,2025-11-13 17:15:00,product,low,resolved,8.9
8003157,100110,2025-12-28 10:09:00,product,low,open,
8003158,100939,2026-04-14 16:53:00,account,high,closed,6.8
8003159,108897,2026-04-16 16:31:00,payment,normal,open,
8003160,101388,2025-10-26 15:14:00,return,low,in_progress,
8003161,107904,2025-06-13 11:49:00,account,low,closed,4.1
8003162,100664,2025-03-10 10:08:00,account,normal,closed,10.0
8003163,104153,2026-03-22 02:38:00,product,low,resolved,10.5
8003164,106500,2025-09-18 13:47:00,account,normal,resolved,9.7
8003165,106248,2025-03-15 01:39:00,payment,high,closed,3.9
8003166,109817,2025-10-14 02:50:00,delivery,low,resolved,8.6
8003167,108556,2026-01-20 14:20:00,delivery,normal,resolved,11.9
8003168,100422,2025-03-05 00:02:00,return,normal,resolved,2.5
8003169,106859,2025-07-06 07:38:00,return,low,open,
8003170,108453,2025-12-15 00:15:00,payment,high,resolved,5.3
8003171,100649,2025-01-30 14:01:00,return,low,closed,4.3
8003172,100977,2026-02-09 11:11:00,payment,low,resolved,4.7
8003173,103169,2025-12-26 09:37:00,return,low,resolved,8.1
8003174,107555,2025-06-10 22:19:00,product,low,open,
8003175,108749,2026-03-31 01:18:00,product,normal,resolved,23.9
8003176,102568,2026-02-01 01:33:00,product,high,resolved,11.3
8003177,106456,2026-05-21 21:31:00,account,normal,resolved,5.6
8003178,105657,2026-01-19 15:33:00,payment,urgent,resolved,2.9
8003179,109103,2025-05-12 21:44:00,product,low,closed,2.2
8003180,106341,2026-01-20 22:52:00,return,high,closed,16.7
8003181,101026,2026-06-03 20:41:00,payment,high,closed,9.9
8003182,103750,2025-09-25 14:53:00,account,low,in_progress,
8003183,109170,2026-03-23 04:04:00,account,high,resolved,10.8
8003184,101021,2026-02-12 11:41:00,product,high,open,
8003185,106565,2025-10-30 19:58:00,product,normal,resolved,15.8
8003186,107844,2025-10-29 23:41:00,delivery,low,closed,9.3
8003187,105001,2025-03-28 19:06:00,payment,normal,closed,8.3
8003188,102778,2025-04-20 12:32:00,payment,normal,resolved,28.8
8003189,101693,2025-11-12 09:54:00,delivery,normal,resolved,14.2
8003190,104900,2025-07-29 16:07:00,account,normal,resolved,12.8
8003191,105503,2025-07-31 13:32:00,delivery,low,resolved,7.2
8003192,101406,2025-06-27 04:31:00,return,low,closed,17.7
8003193,101430,2025-10-26 06:20:00,product,normal,closed,16.9
8003194,103081,2025-06-30 22:36:00,account,high,resolved,15.2
8003195,100855,2026-06-15 09:08:00,payment,normal,resolved,16.1
8003196,104484,2025-06-16 23:48:00,product,normal,closed,9.2
8003197,101463,2026-03-06 07:47:00,account,low,closed,21.6
8003198,106182,2026-02-22 14:11:00,delivery,normal,resolved,17.9
8003199,108809,2026-06-07 03:03:00,account,normal,closed,3.8
8003200,103134,2026-03-08 17:03:00,payment,normal,closed,6.8
8003201,100361,2025-11-25 04:43:00,account,normal,resolved,10.4
8003202,104646,2025-04-14 23:27:00,product,low,resolved,27.8
8003203,101452,2025-09-14 03:04:00,payment,high,resolved,7.0
8003204,108850,2026-04-26 14:17:00,return,normal,closed,19.6
8003205,104868,2025-07-27 13:32:00,payment,low,closed,4.5
8003206,106758,2025-01-19 00:31:00,account,normal,resolved,11.9
8003207,101261,2026-04-16 01:59:00,return,normal,resolved,9.9
8003208,108863,2025-03-27 22:18:00,product,high,resolved,3.7
8003209,107584,2025-05-25 01:36:00,delivery,low,resolved,12.4
8003210,100763,2025-04-12 01:20:00,payment,urgent,closed,16.2
8003211,109264,2026-01-17 04:34:00,return,low,closed,14.6
8003212,102909,2026-02-17 12:17:00,product,normal,closed,42.7
8003213,107670,2025-10-23 03:35:00,return,normal,resolved,11.7
8003214,102517,2025-01-01 03:29:00,delivery,normal,in_progress,
8003215,108296,2026-05-23 03:42:00,return,low,open,
8003216,108458,2026-03-25 05:08:00,delivery,low,resolved,18.7
8003217,107011,2026-03-26 10:47:00,payment,low,resolved,12.1
8003218,102547,2025-01-04 06:22:00,delivery,normal,in_progress,
8003219,107742,2026-03-18 07:07:00,payment,normal,closed,23.8
8003220,104272,2025-10-07 20:49:00,payment,high,closed,8.2
8003221,100931,2026-01-30 21:03:00,delivery,high,resolved,25.2
8003222,103839,2025-02-01 01:46:00,delivery,normal,resolved,3.0
8003223,103274,2026-03-24 11:33:00,return,normal,resolved,2.9
8003224,103412,2025-09-01 01:28:00,payment,high,closed,3.5
8003225,100461,2025-09-06 20:18:00,payment,high,closed,8.1
8003226,106610,2025-06-18 11:08:00,return,normal,resolved,5.0
8003227,101069,2025-12-05 23:42:00,payment,normal,closed,7.5
8003228,100620,2025-08-13 10:14:00,account,low,closed,6.3
8003229,101691,2026-02-01 18:11:00,payment,normal,resolved,21.0
8003230,108672,2026-01-22 06:34:00,delivery,high,resolved,5.5
8003231,108926,2025-04-02 23:59:00,return,low,open,
8003232,100706,2026-05-03 12:04:00,delivery,normal,closed,9.2
8003233,109217,2025-12-02 18:44:00,payment,high,resolved,28.7
8003234,100328,2025-08-09 08:05:00,payment,normal,resolved,3.3
8003235,100130,2025-06-05 13:12:00,payment,high,closed,9.0
8003236,109554,2025-07-27 23:46:00,account,high,in_progress,
8003237,101535,2025-07-05 11:11:00,return,high,closed,2.9
8003238,107606,2025-01-01 17:48:00,payment,normal,closed,11.7
8003239,106052,2025-10-21 00:00:00,account,high,resolved,5.0
8003240,108448,2025-02-10 00:17:00,delivery,normal,closed,4.2
8003241,105785,2026-05-06 12:23:00,payment,normal,resolved,6.3
8003242,100778,2025-11-07 13:56:00,delivery,low,in_progress,
8003243,105616,2025-04-02 05:04:00,payment,low,open,
8003244,105658,2025-10-18 00:37:00,account,normal,closed,6.1
8003245,108311,2026-03-31 01:39:00,return,normal,closed,7.0
8003246,100228,2026-05-03 08:28:00,delivery,low,closed,4.8
8003247,106404,2025-07-24 04:05:00,account,high,closed,10.7
8003248,107487,2026-06-06 01:54:00,return,low,resolved,5.0
8003249,102671,2026-02-02 15:36:00,delivery,high,closed,10.2
8003250,107780,2025-10-23 18:09:00,delivery,urgent,closed,16.3
8003251,109255,2026-06-25 23:14:00,product,normal,closed,11.6
8003252,106042,2026-06-30 20:05:00,account,normal,closed,10.5
8003253,107728,2026-06-29 22:33:00,product,high,resolved,6.9
8003254,106757,2025-04-07 09:40:00,delivery,low,open,
8003255,106199,2025-06-14 11:35:00,return,low,closed,28.9
8003256,100583,2025-09-01 15:59:00,delivery,normal,in_progress,
8003257,104089,2026-05-07 07:18:00,product,high,open,
8003258,104639,2025-07-08 23:45:00,payment,low,in_progress,
8003259,103871,2025-04-03 01:23:00,delivery,normal,closed,6.7
8003260,103857,2025-05-28 16:55:00,account,low,resolved,5.3
8003261,106468,2026-03-17 00:35:00,delivery,low,closed,8.2
8003262,105776,2025-05-18 04:36:00,product,normal,resolved,7.4
8003263,109722,2026-01-18 20:42:00,account,high,resolved,14.5
8003264,106509,2025-04-27 00:26:00,product,normal,closed,17.8
8003265,108062,2025-11-14 00:34:00,payment,normal,closed,14.5
8003266,107674,2025-07-05 01:29:00,delivery,urgent,resolved,4.1
8003267,101635,2025-08-28 21:42:00,product,normal,open,
8003268,107294,2025-08-15 06:45:00,delivery,high,resolved,8.5
8003269,105257,2025-09-15 10:56:00,delivery,low,closed,6.6
8003270,103331,2025-02-18 19:20:00,payment,normal,resolved,5.5
8003271,107236,2025-11-28 05:57:00,return,high,resolved,7.7
8003272,104988,2026-06-19 06:10:00,account,normal,open,
8003273,107406,2025-08-12 00:08:00,return,low,closed,10.8
8003274,109840,2026-02-04 21:53:00,product,low,resolved,3.6
8003275,100305,2025-02-21 23:50:00,product,normal,resolved,15.2
8003276,104041,2025-05-14 00:46:00,product,high,closed,13.3
8003277,109998,2026-01-28 09:51:00,payment,low,resolved,15.4
8003278,101076,2025-01-11 11:53:00,payment,normal,resolved,18.0
8003279,109078,2026-03-06 01:25:00,return,urgent,resolved,8.3
8003280,104437,2025-10-23 09:46:00,return,high,closed,16.9
8003281,101382,2026-06-13 00:13:00,payment,low,resolved,5.5
8003282,106464,2026-01-02 00:16:00,payment,urgent,resolved,3.0
8003283,108342,2025-01-14 12:32:00,product,normal,open,
8003284,106836,2025-11-28 23:13:00,return,low,resolved,3.5
8003285,102594,2026-05-19 14:52:00,payment,low,resolved,13.2
8003286,100792,2026-01-22 14:07:00,account,normal,resolved,8.3
8003287,102399,2026-04-02 16:40:00,return,normal,closed,9.5
8003288,100471,2025-03-27 03:31:00,payment,low,resolved,7.4
8003289,105280,2025-09-15 03:36:00,return,normal,resolved,11.2
8003290,102983,2026-05-24 03:02:00,product,normal,resolved,34.9
8003291,105479,2026-06-19 08:53:00,product,high,resolved,11.9
8003292,107706,2026-02-04 21:27:00,product,low,closed,8.8
8003293,109753,2026-04-28 05:24:00,return,normal,closed,15.0
8003294,107916,2025-02-20 12:34:00,account,normal,resolved,30.5
8003295,109534,2025-05-20 21:45:00,account,low,open,
8003296,101438,2025-07-20 13:51:00,payment,low,resolved,13.4
8003297,101488,2025-11-08 05:43:00,payment,low,closed,18.7
8003298,108303,2025-04-07 12:43:00,payment,normal,closed,9.5
8003299,102912,2025-04-05 16:01:00,delivery,high,closed,9.8
8003300,100963,2025-05-11 11:09:00,payment,normal,closed,24.4
8003301,107170,2026-01-21 17:44:00,product,low,closed,2.8
8003302,102180,2026-06-22 21:07:00,account,normal,resolved,9.7
8003303,107476,2025-05-02 13:53:00,return,normal,closed,16.8
8003304,104285,2026-03-17 07:00:00,delivery,normal,resolved,15.6
8003305,100905,2025-10-14 01:07:00,account,urgent,resolved,18.7
8003306,107218,2025-12-06 14:08:00,delivery,low,in_progress,
8003307,107650,2026-06-22 07:32:00,return,normal,in_progress,
8003308,106293,2026-03-22 11:18:00,account,normal,closed,6.6
8003309,106521,2026-06-14 10:49:00,account,normal,resolved,8.8
8003310,106289,2025-08-22 14:24:00,product,low,resolved,10.8
8003311,107062,2025-01-27 18:39:00,product,high,closed,18.1
8003312,100443,2025-03-25 18:14:00,delivery,high,in_progress,
8003313,108970,2025-09-07 01:27:00,delivery,normal,resolved,22.3
8003314,103448,2025-06-13 01:14:00,payment,low,in_progress,
8003315,105499,2025-02-07 02:43:00,payment,normal,resolved,7.9
8003316,100146,2025-12-19 07:29:00,account,high,closed,7.6
8003317,103606,2026-04-15 06:01:00,product,urgent,resolved,27.0
8003318,102571,2025-08-14 02:51:00,account,normal,resolved,10.9
8003319,101559,2025-06-18 16:34:00,return,normal,closed,4.1
8003320,101661,2025-03-01 22:55:00,return,normal,closed,3.7
8003321,103050,2026-06-02 02:10:00,return,normal,closed,3.6
8003322,103812,2025-05-28 18:50:00,delivery,normal,closed,4.1
8003323,106690,2025-10-30 19:39:00,delivery,low,open,
8003324,105388,2025-10-29 10:06:00,product,normal,resolved,9.6
8003325,100572,2026-03-30 17:28:00,delivery,normal,open,
8003326,102171,2026-05-28 04:40:00,account,low,resolved,6.5
8003327,100856,2025-06-12 17:27:00,account,low,resolved,11.0
8003328,106074,2025-08-06 01:42:00,delivery,high,resolved,6.4
8003329,101341,2025-04-11 11:42:00,account,low,resolved,14.3
8003330,106910,2026-03-04 15:22:00,payment,normal,closed,20.3
8003331,106827,2026-04-01 14:13:00,product,normal,resolved,6.8
8003332,107790,2026-03-29 07:19:00,product,low,resolved,14.6
8003333,104447,2025-12-20 00:11:00,payment,normal,resolved,15.3
8003334,109503,2026-03-14 12:57:00,product,normal,closed,9.9
8003335,104972,2025-11-05 00:20:00,delivery,low,open,
8003336,108031,2025-09-08 01:22:00,payment,high,closed,8.6
8003337,104391,2025-01-08 14:54:00,delivery,normal,closed,13.0
8003338,106458,2026-04-20 18:18:00,account,low,open,
8003339,101242,2025-03-30 23:21:00,return,low,in_progress,
8003340,108576,2025-02-01 19:06:00,payment,normal,closed,18.6
8003341,100359,2025-05-22 07:41:00,delivery,normal,resolved,8.3
8003342,106502,2026-05-20 00:47:00,product,low,resolved,3.8
8003343,109239,2025-09-26 11:39:00,return,normal,open,
8003344,109131,2026-06-17 07:25:00,product,high,resolved,10.6
8003345,109957,2026-05-02 04:51:00,return,high,resolved,16.6
8003346,103091,2025-01-07 01:40:00,return,normal,open,
8003347,102629,2026-05-18 11:00:00,account,low,resolved,20.7
8003348,108902,2025-06-02 03:59:00,account,normal,in_progress,
8003349,105829,2025-07-26 13:09:00,account,normal,in_progress,
8003350,100781,2025-08-01 02:36:00,return,normal,closed,6.4
8003351,105947,2026-06-07 23:14:00,product,normal,resolved,10.1
8003352,109213,2025-06-27 16:50:00,account,low,closed,8.1
8003353,108124,2025-05-23 00:05:00,payment,low,resolved,17.1
8003354,109755,2026-02-20 17:02:00,product,normal,closed,9.5
8003355,103113,2025-09-05 00:09:00,payment,normal,resolved,20.9
8003356,101249,2025-06-09 00:45:00,product,normal,closed,9.6
8003357,106540,2025-09-20 21:04:00,delivery,high,resolved,7.8
8003358,104635,2026-04-03 14:50:00,payment,normal,resolved,13.8
8003359,105154,2025-02-11 21:52:00,product,urgent,closed,12.6
8003360,109466,2025-03-03 19:37:00,product,normal,in_progress,
8003361,102707,2025-04-28 01:10:00,account,normal,open,
8003362,107298,2025-02-04 20:27:00,delivery,normal,resolved,3.0
8003363,109469,2026-05-29 17:51:00,payment,low,in_progress,
8003364,102262,2026-02-22 09:57:00,return,high,closed,14.8
8003365,101454,2026-04-18 00:47:00,account,low,closed,5.3
8003366,103454,2025-11-30 23:04:00,delivery,high,resolved,10.8
8003367,109771,2025-11-06 05:50:00,return,normal,closed,7.0
8003368,101841,2026-05-07 05:49:00,payment,normal,closed,5.1
8003369,103251,2026-06-18 17:32:00,payment,urgent,resolved,5.7
8003370,107611,2025-08-11 00:01:00,delivery,high,closed,8.8
8003371,101034,2025-03-21 10:11:00,account,normal,resolved,9.9
8003372,107257,2025-07-01 12:31:00,delivery,normal,closed,4.7
8003373,106293,2026-03-26 02:48:00,product,urgent,resolved,3.6
8003374,105837,2025-11-15 16:52:00,product,normal,resolved,5.5
8003375,100193,2026-04-28 09:57:00,account,normal,resolved,8.0
8003376,103965,2025-08-16 21:01:00,return,low,resolved,22.8
8003377,107726,2025-06-11 10:43:00,return,normal,in_progress,
8003378,106546,2025-10-18 09:18:00,return,normal,closed,10.2
8003379,109970,2025-04-25 01:49:00,return,low,closed,10.3
8003380,107606,2026-06-14 01:09:00,payment,normal,closed,7.2
8003381,105296,2026-02-25 10:02:00,return,high,resolved,6.3
8003382,108738,2025-10-12 17:38:00,account,normal,open,
8003383,103339,2026-04-15 20:26:00,account,high,open,
8003384,104827,2025-08-03 18:46:00,return,low,resolved,7.6
8003385,100964,2026-03-23 15:24:00,product,normal,open,
8003386,106519,2026-05-03 15:52:00,product,high,resolved,2.9
8003387,104391,2025-11-26 12:51:00,return,normal,resolved,3.5
8003388,108331,2025-07-06 07:17:00,product,normal,closed,10.7
8003389,104109,2025-12-29 04:24:00,product,normal,closed,16.2
8003390,102784,2025-11-03 19:53:00,product,low,open,
8003391,100667,2026-01-09 10:55:00,delivery,low,closed,9.7
8003392,105464,2025-01-19 02:08:00,payment,high,open,
8003393,106389,2025-09-20 14:59:00,return,high,closed,9.1
8003394,104174,2026-02-14 06:43:00,account,low,resolved,14.3
8003395,108476,2025-03-18 22:47:00,payment,low,open,
8003396,109903,2025-03-27 04:49:00,account,low,resolved,13.6
8003397,109639,2025-07-08 21:49:00,account,normal,resolved,66.4
8003398,101326,2025-06-06 13:21:00,return,high,in_progress,
8003399,103136,2026-03-12 21:44:00,account,normal,resolved,11.9
8003400,101361,2025-05-01 21:49:00,account,normal,resolved,6.0
8003401,100466,2025-12-11 05:32:00,delivery,low,resolved,11.6
8003402,100452,2025-02-24 10:44:00,product,normal,resolved,8.0
8003403,105038,2025-10-29 12:46:00,return,normal,resolved,11.1
8003404,105297,2026-03-31 21:48:00,payment,high,closed,3.9
8003405,106368,2025-01-31 08:07:00,product,low,resolved,9.5
8003406,104153,2026-06-11 02:13:00,payment,high,closed,14.3
8003407,109336,2025-07-03 04:49:00,account,high,resolved,59.9
8003408,104551,2025-05-20 06:50:00,payment,normal,resolved,10.0
8003409,104826,2025-04-29 08:00:00,return,normal,closed,5.9
8003410,101960,2025-02-27 07:00:00,payment,low,closed,4.3
8003411,108456,2026-02-05 13:02:00,delivery,normal,closed,3.2
8003412,105995,2025-10-12 22:14:00,product,normal,resolved,5.8
8003413,105542,2026-01-01 15:48:00,account,urgent,resolved,2.4
8003414,109772,2025-08-15 20:40:00,payment,low,open,
8003415,105457,2026-03-31 00:10:00,delivery,normal,closed,12.2
8003416,102471,2025-08-30 18:23:00,delivery,low,closed,5.8
8003417,106820,2026-01-09 14:27:00,account,low,resolved,12.3
8003418,101757,2026-01-12 23:49:00,delivery,high,resolved,15.0
8003419,102328,2025-11-24 03:57:00,payment,normal,resolved,9.2
8003420,104001,2026-06-17 01:37:00,return,low,resolved,10.5
8003421,108699,2026-06-03 13:16:00,delivery,low,in_progress,
8003422,107848,2026-06-04 20:25:00,product,normal,closed,4.9
8003423,101850,2026-03-16 16:41:00,product,low,resolved,6.1
8003424,109355,2025-08-09 10:24:00,product,low,resolved,5.4
8003425,103918,2025-03-10 08:20:00,product,low,resolved,8.8
8003426,103814,2025-11-01 08:05:00,return,normal,closed,2.1
8003427,103623,2026-04-02 00:57:00,payment,urgent,closed,10.5
8003428,106375,2025-03-17 16:30:00,product,urgent,resolved,41.3
8003429,103530,2026-04-07 07:08:00,delivery,high,closed,23.2
8003430,103360,2026-06-03 22:40:00,payment,normal,resolved,3.9
8003431,104701,2025-07-21 18:36:00,product,normal,closed,23.3
8003432,107607,2026-06-04 15:05:00,delivery,normal,closed,7.6
8003433,106081,2025-12-19 04:45:00,account,normal,resolved,7.1
8003434,107915,2025-11-02 11:07:00,return,normal,closed,11.5
8003435,107720,2025-11-21 08:55:00,account,normal,closed,9.6
8003436,108514,2025-11-10 04:06:00,payment,low,resolved,15.3
